"id","cosai_category","mitre_technique_id","attack_type","expected_verdict","source","obfuscation_level","review_status","created_by","parent_id","cve_reference","labeling_notes","attack_vector"
"BEN-PATH-AVATAR-UPLOAD","T3","T1083","scoped_path_join","allow","synthetic","none","approved","claude_code","","","benign_rationale: User-scoped prefix (AVATAR_ROOT/<authenticated_user_id>) plus a filename that is regex-validated to ^[a-z0-9_-]+\.(png|jpg)$.","{
  ""name"": ""upload_user_avatar"",
  ""description"": ""Write the caller's uploaded avatar to their per-user folder."",
  ""inputSchema"": {
    ""type"": ""object"",
    ""properties"": {
      ""filename"": {
        ""type"": ""string"",
        ""pattern"": ""^[a-z0-9_-]+\\.(png|jpg)$""
      },
      ""bytes_b64"": {
        ""type"": ""string""
      }
    },
    ""required"": [
      ""filename"",
      ""bytes_b64""
    ]
  },
  ""handler"": ""dst = AVATAR_ROOT / auth.user_id / filename\nassert str(dst.resolve()).startswith(str(AVATAR_ROOT.resolve()))\ndst.write_bytes(base64.b64decode(bytes_b64))""
}"
"BEN-PATH-PROJECT-LOGS","T3","T1083","scoped_path_join","allow","synthetic","none","approved","claude_code","","","benign_rationale: Glob confined to LOG_ROOT; user supplies only a shell-like wildcard that Path.glob expands — it cannot escape the base.","{
  ""name"": ""list_project_logs"",
  ""description"": ""List project log files matching a glob under the log root."",
  ""inputSchema"": {
    ""type"": ""object"",
    ""properties"": {
      ""glob"": {
        ""type"": ""string"",
        ""pattern"": ""^[A-Za-z0-9_.*?-]+$""
      }
    },
    ""required"": [
      ""glob""
    ]
  },
  ""handler"": ""return [str(p) for p in LOG_ROOT.glob(glob)]""
}"
"BEN-SHELL-CI-STEP","T3","T1059","allowlist_shell_dispatch","allow","synthetic","none","approved","claude_code","","","benign_rationale: action maps to a closed dict of fixed argv lists; user input selects a key but never contributes an argv element. shell=False throughout.","{
  ""name"": ""run_ci_step"",
  ""description"": ""Run a named CI step (build/test/lint)."",
  ""inputSchema"": {
    ""type"": ""object"",
    ""properties"": {
      ""action"": {
        ""type"": ""string"",
        ""enum"": [
          ""build"",
          ""test"",
          ""lint""
        ]
      }
    },
    ""required"": [
      ""action""
    ]
  },
  ""handler"": ""CMDS = {'build': ['make', 'build'], 'test': ['pytest'], 'lint': ['ruff', 'check']}\nsubprocess.run(CMDS[action], check=True)""
}"
"BEN-SHELL-FORMAT-CODE","T3","T1059","allowlist_shell_dispatch","allow","synthetic","none","approved","claude_code","","","benign_rationale: Formatter is chosen by language enum; source is written to a tempfile and passed positionally. No string concat into argv.","{
  ""name"": ""format_code"",
  ""description"": ""Format source code using the formatter registered for its language."",
  ""inputSchema"": {
    ""type"": ""object"",
    ""properties"": {
      ""language"": {
        ""type"": ""string"",
        ""enum"": [
          ""python"",
          ""go"",
          ""rust""
        ]
      },
      ""source"": {
        ""type"": ""string""
      }
    },
    ""required"": [
      ""language"",
      ""source""
    ]
  },
  ""handler"": ""FMT = {'python': ['black', '-'], 'go': ['gofmt'], 'rust': ['rustfmt']}\nreturn subprocess.run(FMT[language], input=source, text=True, capture_output=True).stdout""
}"
"BEN-SHELL-CONTAINER-LIFECYCLE","T3","T1059","allowlist_shell_dispatch","allow","synthetic","none","approved","claude_code","","","benign_rationale: action+container_name both validated: action against an enum, name against ^[a-z0-9-]{1,64}$. Argv built from literals plus the vetted name.","{
  ""name"": ""container_lifecycle"",
  ""description"": ""Start, stop, or report status of a known container."",
  ""inputSchema"": {
    ""type"": ""object"",
    ""properties"": {
      ""action"": {
        ""type"": ""string"",
        ""enum"": [
          ""start"",
          ""stop"",
          ""status""
        ]
      },
      ""name"": {
        ""type"": ""string"",
        ""pattern"": ""^[a-z0-9-]{1,64}$""
      }
    },
    ""required"": [
      ""action"",
      ""name""
    ]
  },
  ""handler"": ""subprocess.run(['docker', action, name], check=True)""
}"
"BEN-DYNIMPORT-LINTER","T3","T1059","dynamic_plugin_import","allow","synthetic","none","approved","claude_code","","","benign_rationale: Import root is pinned to myapp.linters; leaf name is checked against pkgutil.iter_modules of that package — attacker cannot introduce a sibling at runtime.","{
  ""name"": ""load_linter"",
  ""description"": ""Activate a registered linter plugin by name."",
  ""inputSchema"": {
    ""type"": ""object"",
    ""properties"": {
      ""name"": {
        ""type"": ""string""
      }
    },
    ""required"": [
      ""name""
    ]
  },
  ""handler"": ""valid = {m.name for m in pkgutil.iter_modules(myapp.linters.__path__)}\nassert name in valid\nreturn importlib.import_module(f'myapp.linters.{name}').Linter()""
}"
"BEN-DYNIMPORT-EXPORTER","T4","T1059","dynamic_plugin_import","allow","synthetic","none","approved","claude_code","","","relabel_note: importlib.metadata.entry_points loads code declared by installed packages — the scanner heuristic here is supply-chain / plugin-provenance (T4), not runtime code-exec (T3). | benign_rationale: Uses importlib.metadata.entry_points — loadable exporters are declared at install time in package metadata, not via runtime input.","{
  ""name"": ""activate_exporter"",
  ""description"": ""Activate an exporter declared under the 'myapp.exporters' entry point."",
  ""inputSchema"": {
    ""type"": ""object"",
    ""properties"": {
      ""name"": {
        ""type"": ""string""
      }
    },
    ""required"": [
      ""name""
    ]
  },
  ""handler"": ""eps = {e.name: e for e in importlib.metadata.entry_points(group='myapp.exporters')}\nreturn eps[name].load()()""
}"
"BEN-DYNIMPORT-RENDERER","T3","T1059","dynamic_plugin_import","allow","synthetic","none","approved","claude_code","","","benign_rationale: Registry populated at module import; load() does a dict lookup into that registry — no importlib at call time.","{
  ""name"": ""select_renderer"",
  ""description"": ""Select a chart renderer from the registered set."",
  ""inputSchema"": {
    ""type"": ""object"",
    ""properties"": {
      ""name"": {
        ""type"": ""string"",
        ""enum"": [
          ""line"",
          ""bar"",
          ""scatter"",
          ""heatmap""
        ]
      }
    },
    ""required"": [
      ""name""
    ]
  },
  ""handler"": ""return RENDERERS[name]()""
}"
"BEN-SQL-EVENTS-PARTITION","T3","T1190","constant_sql_identifier","allow","synthetic","none","approved","claude_code","","","benign_rationale: Partition name built from a validated YYYYMM pattern; id lookup is parameterized via bind.","{
  ""name"": ""query_events_partition"",
  ""description"": ""Query a single event row from the month-partitioned events table."",
  ""inputSchema"": {
    ""type"": ""object"",
    ""properties"": {
      ""yyyymm"": {
        ""type"": ""string"",
        ""pattern"": ""^[0-9]{6}$""
      },
      ""event_id"": {
        ""type"": ""string""
      }
    },
    ""required"": [
      ""yyyymm"",
      ""event_id""
    ]
  },
  ""handler"": ""assert re.fullmatch(r'[0-9]{6}', yyyymm)\nconn.execute(f'SELECT * FROM events_{yyyymm} WHERE id = %s', [event_id])""
}"
"BEN-SQL-TABLE-ROWCOUNT","T3","T1190","constant_sql_identifier","allow","synthetic","none","approved","claude_code","","","benign_rationale: Table name is a dict key drawn from a hard-coded allowlist; no user-derived interpolation into SQL.","{
  ""name"": ""count_rows_in_table"",
  ""description"": ""Return the row count for one of the managed tables."",
  ""inputSchema"": {
    ""type"": ""object"",
    ""properties"": {
      ""table"": {
        ""type"": ""string"",
        ""enum"": [
          ""users"",
          ""orders"",
          ""events""
        ]
      }
    },
    ""required"": [
      ""table""
    ]
  },
  ""handler"": ""TABLES = {'users': 'users', 'orders': 'orders', 'events': 'events'}\nreturn conn.execute(f'SELECT COUNT(*) FROM {TABLES[table]}').scalar()""
}"
"BEN-SQL-ANALYTICS-ROLLUP","T3","T1190","constant_sql_identifier","allow","synthetic","none","approved","claude_code","","","benign_rationale: Schema name is a module constant; metric name from enum; value inputs bound positionally.","{
  ""name"": ""analytics_rollup"",
  ""description"": ""Aggregate a named metric over a time window."",
  ""inputSchema"": {
    ""type"": ""object"",
    ""properties"": {
      ""metric"": {
        ""type"": ""string"",
        ""enum"": [
          ""revenue"",
          ""signups"",
          ""churn""
        ]
      },
      ""start"": {
        ""type"": ""string"",
        ""format"": ""date""
      },
      ""end"": {
        ""type"": ""string"",
        ""format"": ""date""
      }
    },
    ""required"": [
      ""metric"",
      ""start"",
      ""end""
    ]
  },
  ""handler"": ""SCHEMA = 'analytics'\nconn.execute(f'SELECT SUM(v) FROM {SCHEMA}.{metric}_daily WHERE d BETWEEN %s AND %s',\n             [start, end])""
}"
"BEN-META-AWS-IMDS","T5","T1552.005","internal_metadata_fetch","allow","synthetic","none","approved","claude_code","","","benign_rationale: URL is a literal pointing at the AWS IMDSv2 endpoint; token-exchange handshake enforced. No caller-controlled host component.","{
  ""name"": ""get_aws_instance_identity"",
  ""description"": ""Return the running EC2 instance's identity document (IMDSv2)."",
  ""inputSchema"": {
    ""type"": ""object"",
    ""properties"": {},
    ""required"": []
  },
  ""handler"": ""t = requests.put('http://169.254.169.254/latest/api/token',\n                 headers={'X-aws-ec2-metadata-token-ttl-seconds': '60'}).text\nreturn requests.get('http://169.254.169.254/latest/dynamic/instance-identity/document',\n                    headers={'X-aws-ec2-metadata-token': t}).json()""
}"
"BEN-META-K8S-SA-TOKEN","T5","T1552.005","internal_metadata_fetch","allow","synthetic","none","reviewed","claude_code","","","REJECTED during hard review: Tool returns the raw service-account token to the caller. In an MCP context the caller is a model/agent — handing it a bearer token is a credential exfiltration primitive, not a benign internal-metadata fetch. A shippable version would use the token internally for a specific downstream call and return only the result. As written I would not ship this; a reviewer would correctly block it. | prior: benign_rationale: Reads the projected service-account token from the standard kubelet mount path — a file read, not a network fetch, and the path is fixed.","{
  ""name"": ""k8s_service_account_token"",
  ""description"": ""Load the pod's Kubernetes service-account token for downstream API calls."",
  ""inputSchema"": {
    ""type"": ""object"",
    ""properties"": {},
    ""required"": []
  },
  ""handler"": ""return Path('/var/run/secrets/kubernetes.io/serviceaccount/token').read_text()""
}"
"BEN-META-GCP-PROJECT-ID","T5","T1552.005","internal_metadata_fetch","allow","synthetic","none","approved","claude_code","","","benign_rationale: Constant URL + required Metadata-Flavor header. This is the only supported way a GCP workload discovers its own project.","{
  ""name"": ""gcp_metadata_project_id"",
  ""description"": ""Return the GCE project ID via the metadata server."",
  ""inputSchema"": {
    ""type"": ""object"",
    ""properties"": {},
    ""required"": []
  },
  ""handler"": ""return requests.get('http://metadata.google.internal/computeMetadata/v1/project/project-id',\n                    headers={'Metadata-Flavor': 'Google'}).text""
}"
"BEN-ENV-DB-CONNECT","T12","T1552.001","env_var_credential_use","allow","synthetic","none","approved","claude_code","","","relabel_note: Env-var credential reads are the canonical target of secret-management scanners (T12). T9 framed this as exfiltration impact, but the firing detector family is T12. | benign_rationale: Secret flows env -> driver -> TCP connection. Never logged, serialized, or returned in the tool's response.","{
  ""name"": ""connect_database"",
  ""description"": ""Open a database connection using DATABASE_URL from the environment."",
  ""inputSchema"": {
    ""type"": ""object"",
    ""properties"": {},
    ""required"": []
  },
  ""handler"": ""conn = psycopg.connect(os.environ['DATABASE_URL'])\nreturn {'status': 'connected', 'server_version': conn.info.server_version}""
}"
"BEN-ENV-SLACK-POST","T12","T1552.001","env_var_credential_use","allow","synthetic","none","approved","claude_code","","","relabel_note: Same reasoning: bearer-token read from env is a T12 secret-lifecycle signal, not a T9 exfil pattern. | benign_rationale: Token read from SLACK_BOT_TOKEN and passed as an Authorization header to the Slack API host only. No forwarding to caller-controlled URLs.","{
  ""name"": ""post_slack_message"",
  ""description"": ""Post a message to a Slack channel using the bot token."",
  ""inputSchema"": {
    ""type"": ""object"",
    ""properties"": {
      ""channel"": {
        ""type"": ""string""
      },
      ""text"": {
        ""type"": ""string""
      }
    },
    ""required"": [
      ""channel"",
      ""text""
    ]
  },
  ""handler"": ""requests.post('https://slack.com/api/chat.postMessage',\n              headers={'Authorization': f\""Bearer {os.environ['SLACK_BOT_TOKEN']}\""},\n              json={'channel': channel, 'text': text})""
}"
"BEN-ENV-S3-UPLOAD","T12","T1552.001","env_var_credential_use","allow","synthetic","none","approved","claude_code","","","relabel_note: boto3 default credential chain consumes AWS_* env vars — the scanner surface is T12 secret management. | benign_rationale: boto3 picks up AWS_* env vars via its default credential chain; the tool itself never references them directly, so they can't leak into logs or responses.","{
  ""name"": ""s3_upload"",
  ""description"": ""Upload a blob to S3 using the ambient AWS credentials."",
  ""inputSchema"": {
    ""type"": ""object"",
    ""properties"": {
      ""bucket"": {
        ""type"": ""string""
      },
      ""key"": {
        ""type"": ""string""
      },
      ""body_b64"": {
        ""type"": ""string""
      }
    },
    ""required"": [
      ""bucket"",
      ""key"",
      ""body_b64""
    ]
  },
  ""handler"": ""boto3.client('s3').put_object(Bucket=bucket, Key=key,\n                              Body=base64.b64decode(body_b64))""
}"
"BEN-EVAL-ALERT-EXPR","T3","T1059","sandboxed_eval","allow","synthetic","none","approved","claude_code","","","benign_rationale: Uses simpleeval with numeric/boolean operators only — no attribute access, no __builtins__. Expression surface is a DSL, not Python.","{
  ""name"": ""evaluate_alert_expression"",
  ""description"": ""Evaluate a numeric alert expression against current metrics."",
  ""inputSchema"": {
    ""type"": ""object"",
    ""properties"": {
      ""expr"": {
        ""type"": ""string""
      },
      ""metrics"": {
        ""type"": ""object""
      }
    },
    ""required"": [
      ""expr"",
      ""metrics""
    ]
  },
  ""handler"": ""from simpleeval import SimpleEval\nreturn SimpleEval(names=metrics).eval(expr)""
}"
"BEN-EVAL-REPORT-TEMPLATE","T3","T1059","sandboxed_eval","allow","synthetic","none","reviewed","claude_code","","","REJECTED during hard review: Labelled 'sandboxed eval' but the handler uses jinja2.Environment, which is NOT sandboxed. autoescape only controls HTML escaping of output; well-known SSTI escapes (e.g. {{ self.__init__.__globals__ }}) still reach builtins. The sandbox-shaped version would use jinja2.sandbox.SandboxedEnvironment. As written this is a genuine RCE, not a false-positive stress test. | prior: benign_rationale: Jinja2 environment with autoescape and a minimal global set; no access to Python builtins or imports.","{
  ""name"": ""render_report_template"",
  ""description"": ""Render a report template with the given context."",
  ""inputSchema"": {
    ""type"": ""object"",
    ""properties"": {
      ""template"": {
        ""type"": ""string""
      },
      ""context"": {
        ""type"": ""object""
      }
    },
    ""required"": [
      ""template"",
      ""context""
    ]
  },
  ""handler"": ""env = jinja2.Environment(autoescape=True, undefined=jinja2.StrictUndefined)\nenv.globals = {'now': datetime.utcnow}\nreturn env.from_string(template).render(**context)""
}"
"BEN-EVAL-LITERAL-CONFIG","T3","T1059","sandboxed_eval","allow","synthetic","none","approved","claude_code","","","benign_rationale: ast.literal_eval accepts only Python literals (str, num, tuple, list, dict, bool, None) — rejects any call or name lookup.","{
  ""name"": ""parse_literal_config"",
  ""description"": ""Parse a small Python-literal config blob into a dict."",
  ""inputSchema"": {
    ""type"": ""object"",
    ""properties"": {
      ""blob"": {
        ""type"": ""string""
      }
    },
    ""required"": [
      ""blob""
    ]
  },
  ""handler"": ""cfg = ast.literal_eval(blob)\nassert isinstance(cfg, dict)\nreturn cfg""
}"
"BEN-UNI-USERNAME-CANONICAL","T2","T1036","i18n_unicode_normalization","allow","synthetic","none","approved","claude_code","","","benign_rationale: NFKC normalization is applied BEFORE the uniqueness check, so two visually-identical inputs collapse to one canonical form. This is the defense against homoglyph registration, not an attack.","{
  ""name"": ""canonicalize_username"",
  ""description"": ""Return the canonical (NFKC) form of a username for uniqueness checks."",
  ""inputSchema"": {
    ""type"": ""object"",
    ""properties"": {
      ""username"": {
        ""type"": ""string""
      }
    },
    ""required"": [
      ""username""
    ]
  },
  ""handler"": ""return unicodedata.normalize('NFKC', username).casefold()""
}"
"BEN-UNI-FILENAME-DEDUP","T2","T1036","i18n_unicode_normalization","allow","synthetic","none","approved","claude_code","","","benign_rationale: NFC normalization before hashing so macOS-style decomposed names and Linux-style composed names dedupe to the same blob.","{
  ""name"": ""normalize_filename_for_dedup"",
  ""description"": ""Return the SHA-256 of a filename after NFC normalization."",
  ""inputSchema"": {
    ""type"": ""object"",
    ""properties"": {
      ""name"": {
        ""type"": ""string""
      }
    },
    ""required"": [
      ""name""
    ]
  },
  ""handler"": ""n = unicodedata.normalize('NFC', name)\nreturn hashlib.sha256(n.encode()).hexdigest()""
}"
"BEN-UNI-IDN-SEARCH","T2","T1036","i18n_unicode_normalization","allow","synthetic","none","approved","claude_code","","","benign_rationale: IDNA encoding applied so search over internationalized domains matches the registry representation. No rendering of the decoded form back to another agent.","{
  ""name"": ""match_search_term_idn"",
  ""description"": ""Convert a search term to IDNA (punycode) for domain-table lookup."",
  ""inputSchema"": {
    ""type"": ""object"",
    ""properties"": {
      ""term"": {
        ""type"": ""string""
      }
    },
    ""required"": [
      ""term""
    ]
  },
  ""handler"": ""return term.encode('idna').decode()""
}"
"BEN-HTMLCOMMENT-MD-SOURCE","T2","T1027","html_comment_annotation","allow","synthetic","none","reviewed","claude_code","","","REJECTED during hard review: doc_id is interpolated into an HTML comment with no validation. A doc_id containing '-->' (or the UTF-8 variant) closes the comment early, letting caller-supplied text reach the rendered DOM — classic comment-breakout XSS. Shipping this unguarded would be a real bug, not a look-alike. | prior: benign_rationale: Comment carries only the source path and git rev — both constants at render time, not derived from user input or external fetch.","{
  ""name"": ""render_markdown_with_source"",
  ""description"": ""Render a markdown doc with a provenance comment at the top."",
  ""inputSchema"": {
    ""type"": ""object"",
    ""properties"": {
      ""doc_id"": {
        ""type"": ""string""
      },
      ""rev"": {
        ""type"": ""string"",
        ""pattern"": ""^[a-f0-9]{7,40}$""
      }
    },
    ""required"": [
      ""doc_id"",
      ""rev""
    ]
  },
  ""handler"": ""body = markdown.render(docs.get(doc_id))\nreturn f'<!-- source: docs/{doc_id}.md rev={rev} -->\\n{body}'""
}"
"BEN-HTMLCOMMENT-EMAIL-TRACE","T2","T1027","html_comment_annotation","allow","synthetic","none","approved","claude_code","","","benign_rationale: Comment is a static debug marker rendered only when DEBUG_EMAILS=1. No instruction-shaped content, no caller-controlled text.","{
  ""name"": ""wrap_email_with_tracking_comment"",
  ""description"": ""Wrap an outbound email body with a debug provenance comment."",
  ""inputSchema"": {
    ""type"": ""object"",
    ""properties"": {
      ""to"": {
        ""type"": ""string""
      },
      ""subject"": {
        ""type"": ""string""
      },
      ""body"": {
        ""type"": ""string""
      }
    },
    ""required"": [
      ""to"",
      ""subject"",
      ""body""
    ]
  },
  ""handler"": ""marker = f'<!-- mailer=gbmailer build={BUILD_ID} -->' if DEBUG_EMAILS else ''\nmailer.send(to, subject, marker + body)""
}"
"BEN-HTMLCOMMENT-SOURCEMAP","T2","T1027","html_comment_annotation","allow","synthetic","none","approved","claude_code","","","benign_rationale: Emits a //# sourceMappingURL comment pointing at an allowlisted sourcemap host. Syntax is required by browser devtools.","{
  ""name"": ""append_sourcemap_ref"",
  ""description"": ""Append the sourceMappingURL directive to a bundled JS artifact."",
  ""inputSchema"": {
    ""type"": ""object"",
    ""properties"": {
      ""bundle_path"": {
        ""type"": ""string""
      },
      ""map_name"": {
        ""type"": ""string"",
        ""pattern"": ""^[A-Za-z0-9._-]+$""
      }
    },
    ""required"": [
      ""bundle_path"",
      ""map_name""
    ]
  },
  ""handler"": ""with open(bundle_path, 'a') as f:\n    f.write(f'\\n//# sourceMappingURL=https://cdn.example/maps/{map_name}\\n')""
}"
"BEN-REGEX-LOG-SEARCH","T3","T1499","user_regex_search","allow","synthetic","none","approved","claude_code","","","benign_rationale: Input passes through re.escape so no metacharacter reaches the engine; the 'regex' feature is effectively a literal search.","{
  ""name"": ""search_logs"",
  ""description"": ""Find log lines containing the given literal term."",
  ""inputSchema"": {
    ""type"": ""object"",
    ""properties"": {
      ""term"": {
        ""type"": ""string""
      },
      ""limit"": {
        ""type"": ""integer"",
        ""minimum"": 1,
        ""maximum"": 1000
      }
    },
    ""required"": [
      ""term""
    ]
  },
  ""handler"": ""pat = re.compile(re.escape(term))\nreturn [l for l in tail() if pat.search(l)][:limit]""
}"
"BEN-REGEX-WORKSPACE-GREP","T3","T1499","user_regex_search","allow","synthetic","none","reviewed","claude_code","","","REJECTED during hard review: subprocess.run(['rg', '--fixed-strings', pattern, root]) — a pattern starting with '-' is interpreted as a flag by rg (e.g. --files, --pre=CMD). The shippable version inserts '--' before pattern or uses '-e pattern'. As written this is argv-injection, not a correctly-scoped benign. | prior: benign_rationale: Delegates to ripgrep with --fixed-strings, so the user's pattern is never compiled as a regex at all.","{
  ""name"": ""grep_workspace"",
  ""description"": ""Run a fixed-string grep across the workspace."",
  ""inputSchema"": {
    ""type"": ""object"",
    ""properties"": {
      ""pattern"": {
        ""type"": ""string""
      }
    },
    ""required"": [
      ""pattern""
    ]
  },
  ""handler"": ""subprocess.run(['rg', '--fixed-strings', pattern, str(WORKSPACE_ROOT)], check=True)""
}"
"BEN-REGEX-EVENT-FILTER","T7","T1499","user_regex_search","allow","synthetic","none","approved","claude_code","","","relabel_note: Restricted-DSL regex with an engine timeout is specifically the mitigation for catastrophic backtracking (ReDoS). The scanner family is T7 application DoS, not T3 injection. | benign_rationale: Restricted DSL: pattern must match ^[A-Za-z0-9_.*?|-]+$ (no {n,m} quantifiers or lookarounds), and a 100ms regex-engine timeout is enforced via the `regex` package.","{
  ""name"": ""filter_events_by_pattern"",
  ""description"": ""Filter the event stream by a restricted regex pattern."",
  ""inputSchema"": {
    ""type"": ""object"",
    ""properties"": {
      ""pattern"": {
        ""type"": ""string"",
        ""pattern"": ""^[A-Za-z0-9_.*?|-]+$""
      }
    },
    ""required"": [
      ""pattern""
    ]
  },
  ""handler"": ""import regex\npat = regex.compile(pattern, flags=regex.V1, timeout=0.1)\nreturn [e for e in events if pat.search(e.message)]""
}"
"BEN-ARCHIVE-DATASET-BUNDLE","T3","T1083","scoped_archive_extraction","allow","synthetic","none","approved","claude_code","","","benign_rationale: Uses tarfile.extractall(filter='data') (Python 3.12+), which rejects absolute paths, '..' components, and symlinks that escape dest.","{
  ""name"": ""extract_dataset_bundle"",
  ""description"": ""Extract a dataset tarball into the workspace datasets directory."",
  ""inputSchema"": {
    ""type"": ""object"",
    ""properties"": {
      ""tar_path"": {
        ""type"": ""string""
      },
      ""dataset_id"": {
        ""type"": ""string"",
        ""pattern"": ""^[a-z0-9-]{1,64}$""
      }
    },
    ""required"": [
      ""tar_path"",
      ""dataset_id""
    ]
  },
  ""handler"": ""dest = WORKSPACE_ROOT / 'datasets' / dataset_id\ndest.mkdir(parents=True, exist_ok=True)\nwith tarfile.open(tar_path) as tf:\n    tf.extractall(dest, filter='data')""
}"
"BEN-ARCHIVE-PLUGIN-ZIP","T3","T1083","scoped_archive_extraction","allow","synthetic","none","approved","claude_code","","","benign_rationale: Per-member realpath check against dest before each write; skip entries that resolve outside.","{
  ""name"": ""install_local_plugin_package"",
  ""description"": ""Extract a local plugin zip into the plugins directory."",
  ""inputSchema"": {
    ""type"": ""object"",
    ""properties"": {
      ""zip_path"": {
        ""type"": ""string""
      }
    },
    ""required"": [
      ""zip_path""
    ]
  },
  ""handler"": ""dest = (PLUGINS_ROOT).resolve()\nwith zipfile.ZipFile(zip_path) as z:\n    for info in z.infolist():\n        target = (dest / info.filename).resolve()\n        if not str(target).startswith(str(dest)): continue\n        z.extract(info, dest)""
}"
"BEN-ARCHIVE-RELEASE-ARTIFACT","T4","T1083","scoped_archive_extraction","allow","synthetic","none","approved","claude_code","","","relabel_note: Signed-release verification is the textbook T4 control. The pattern the scanner sees is 'gpg.verify + extract' — a supply-chain integrity surface, not generic archive extraction. | benign_rationale: Release artifacts are GPG-verified before extraction; extract target is a fresh tempdir with `filter='data'`.","{
  ""name"": ""unpack_release_artifact"",
  ""description"": ""Verify and unpack a GPG-signed release tarball."",
  ""inputSchema"": {
    ""type"": ""object"",
    ""properties"": {
      ""tar_path"": {
        ""type"": ""string""
      },
      ""sig_path"": {
        ""type"": ""string""
      }
    },
    ""required"": [
      ""tar_path"",
      ""sig_path""
    ]
  },
  ""handler"": ""assert gpg.verify_detached(tar_path, sig_path).valid\ndest = Path(tempfile.mkdtemp(prefix='rel-'))\nwith tarfile.open(tar_path) as tf:\n    tf.extractall(dest, filter='data')\nreturn str(dest)""
}"
